tbl,id,doc
categories,1,"{""id"":1,""parent_id"":null,""name"":""Home Repair & Maintenance"",""slug"":""home-repair-maintenance"",""description"":null,""icon"":""🔧"",""sort_order"":1,""is_active"":1}"
categories,2,"{""id"":2,""parent_id"":1,""name"":""Plumber"",""slug"":""plumber"",""description"":null,""icon"":""🚿"",""sort_order"":1,""is_active"":1}"
categories,3,"{""id"":3,""parent_id"":1,""name"":""Electrician"",""slug"":""electrician"",""description"":null,""icon"":""💡"",""sort_order"":2,""is_active"":1}"
categories,4,"{""id"":4,""parent_id"":1,""name"":""Carpenter"",""slug"":""carpenter"",""description"":null,""icon"":""🪚"",""sort_order"":3,""is_active"":1}"
categories,5,"{""id"":5,""parent_id"":1,""name"":""Painter"",""slug"":""painter"",""description"":null,""icon"":""🎨"",""sort_order"":4,""is_active"":1}"
categories,6,"{""id"":6,""parent_id"":1,""name"":""AC Repair & Service"",""slug"":""ac-repair-service"",""description"":null,""icon"":""❄️"",""sort_order"":5,""is_active"":1}"
categories,7,"{""id"":7,""parent_id"":1,""name"":""Appliance Repair"",""slug"":""appliance-repair"",""description"":null,""icon"":""🧰"",""sort_order"":6,""is_active"":1}"
categories,8,"{""id"":8,""parent_id"":null,""name"":""Cleaning & Pest Control"",""slug"":""cleaning-pest-control"",""description"":null,""icon"":""🧽"",""sort_order"":2,""is_active"":1}"
categories,9,"{""id"":9,""parent_id"":8,""name"":""Home Deep Cleaning"",""slug"":""home-deep-cleaning"",""description"":null,""icon"":""🏠"",""sort_order"":1,""is_active"":1}"
categories,10,"{""id"":10,""parent_id"":8,""name"":""Pest Control"",""slug"":""pest-control"",""description"":null,""icon"":""🐜"",""sort_order"":2,""is_active"":1}"
categories,11,"{""id"":11,""parent_id"":8,""name"":""Sofa & Carpet Cleaning"",""slug"":""sofa-carpet-cleaning"",""description"":null,""icon"":""🛋️"",""sort_order"":3,""is_active"":1}"
categories,12,"{""id"":12,""parent_id"":null,""name"":""Education & Tutoring"",""slug"":""education-tutoring"",""description"":null,""icon"":""📚"",""sort_order"":3,""is_active"":1}"
categories,13,"{""id"":13,""parent_id"":12,""name"":""Home Tutor"",""slug"":""home-tutor"",""description"":null,""icon"":""🧑‍🏫"",""sort_order"":1,""is_active"":1}"
categories,14,"{""id"":14,""parent_id"":12,""name"":""Competitive Exam Coaching"",""slug"":""competitive-exam-coaching"",""description"":null,""icon"":""🎯"",""sort_order"":2,""is_active"":1}"
categories,15,"{""id"":15,""parent_id"":12,""name"":""Computer Training"",""slug"":""computer-training"",""description"":null,""icon"":""💻"",""sort_order"":3,""is_active"":1}"
categories,16,"{""id"":16,""parent_id"":null,""name"":""Health & Wellness"",""slug"":""health-wellness"",""description"":null,""icon"":""🩺"",""sort_order"":4,""is_active"":1}"
categories,17,"{""id"":17,""parent_id"":16,""name"":""Physiotherapist at Home"",""slug"":""physiotherapist-at-home"",""description"":null,""icon"":""🧘"",""sort_order"":1,""is_active"":1}"
categories,18,"{""id"":18,""parent_id"":16,""name"":""Nurse at Home"",""slug"":""nurse-at-home"",""description"":null,""icon"":""⚕️"",""sort_order"":2,""is_active"":1}"
categories,19,"{""id"":19,""parent_id"":16,""name"":""Yoga Trainer"",""slug"":""yoga-trainer"",""description"":null,""icon"":""🕉️"",""sort_order"":3,""is_active"":1}"
categories,20,"{""id"":20,""parent_id"":null,""name"":""Events & Photography"",""slug"":""events-photography"",""description"":null,""icon"":""📸"",""sort_order"":5,""is_active"":1}"
categories,21,"{""id"":21,""parent_id"":20,""name"":""Wedding Photographer"",""slug"":""wedding-photographer"",""description"":null,""icon"":""📷"",""sort_order"":1,""is_active"":1}"
categories,22,"{""id"":22,""parent_id"":20,""name"":""Catering Services"",""slug"":""catering-services"",""description"":null,""icon"":""🍛"",""sort_order"":2,""is_active"":1}"
categories,23,"{""id"":23,""parent_id"":20,""name"":""Tent & Decoration"",""slug"":""tent-decoration"",""description"":null,""icon"":""🎪"",""sort_order"":3,""is_active"":1}"
categories,24,"{""id"":24,""parent_id"":null,""name"":""Vehicles & Transport"",""slug"":""vehicles-transport"",""description"":null,""icon"":""🚗"",""sort_order"":6,""is_active"":1}"
categories,25,"{""id"":25,""parent_id"":24,""name"":""Car Mechanic"",""slug"":""car-mechanic"",""description"":null,""icon"":""🔩"",""sort_order"":1,""is_active"":1}"
categories,26,"{""id"":26,""parent_id"":24,""name"":""Two-Wheeler Repair"",""slug"":""two-wheeler-repair"",""description"":null,""icon"":""🛵"",""sort_order"":2,""is_active"":1}"
categories,27,"{""id"":27,""parent_id"":24,""name"":""Taxi & Rental"",""slug"":""taxi-rental"",""description"":null,""icon"":""🚕"",""sort_order"":3,""is_active"":1}"
categories,28,"{""id"":28,""parent_id"":24,""name"":""Driver on Hire"",""slug"":""driver-on-hire"",""description"":null,""icon"":""🧑‍✈️"",""sort_order"":4,""is_active"":1}"
categories,29,"{""id"":29,""parent_id"":null,""name"":""Beauty & Personal Care"",""slug"":""beauty-personal-care"",""description"":null,""icon"":""💇"",""sort_order"":7,""is_active"":1}"
categories,30,"{""id"":30,""parent_id"":29,""name"":""Salon at Home"",""slug"":""salon-at-home"",""description"":null,""icon"":""💅"",""sort_order"":1,""is_active"":1}"
categories,31,"{""id"":31,""parent_id"":29,""name"":""Bridal Makeup"",""slug"":""bridal-makeup"",""description"":null,""icon"":""👰"",""sort_order"":2,""is_active"":1}"
categories,32,"{""id"":32,""parent_id"":null,""name"":""Professional Services"",""slug"":""professional-services"",""description"":null,""icon"":""💼"",""sort_order"":8,""is_active"":1}"
categories,33,"{""id"":33,""parent_id"":32,""name"":""CA & Tax Filing"",""slug"":""ca-tax-filing"",""description"":null,""icon"":""🧾"",""sort_order"":1,""is_active"":1}"
categories,34,"{""id"":34,""parent_id"":32,""name"":""Legal Consultant"",""slug"":""legal-consultant"",""description"":null,""icon"":""⚖️"",""sort_order"":2,""is_active"":1}"
categories,35,"{""id"":35,""parent_id"":32,""name"":""Interior Designer"",""slug"":""interior-designer"",""description"":null,""icon"":""📐"",""sort_order"":3,""is_active"":1}"
categories,36,"{""id"":36,""parent_id"":32,""name"":""Website & App Developer"",""slug"":""website-app-developer"",""description"":null,""icon"":""🌐"",""sort_order"":4,""is_active"":1}"
providers,1,"{""id"":1,""user_id"":null,""business_name"":""Borah Plumbing Works"",""slug"":""borah-plumbing-works"",""contact_name"":""Nayan Borah"",""phone"":""9000000001"",""alt_phone"":null,""email"":null,""category_id"":2,""location_id"":5,""pin_code"":""781001"",""address_line"":null,""about"":""Leak repair, bathroom fittings and motor installation across Guwahati. Same-day response for emergencies."",""experience_years"":12,""is_verified"":1,""status"":""active"",""rating_avg"":4.7,""rating_count"":63,""photo_urls"":""[]""}"
providers,2,"{""id"":2,""user_id"":null,""business_name"":""Dispur Electric Care"",""slug"":""dispur-electric-care"",""contact_name"":""Pranab Deka"",""phone"":""9000000002"",""alt_phone"":null,""email"":null,""category_id"":3,""location_id"":7,""pin_code"":""781006"",""address_line"":null,""about"":""Wiring, fan and inverter work for homes and small offices. ISI-grade materials only."",""experience_years"":9,""is_verified"":1,""status"":""active"",""rating_avg"":4.6,""rating_count"":41,""photo_urls"":""[]""}"
providers,3,"{""id"":3,""user_id"":null,""business_name"":""Namma Pipe Solutions"",""slug"":""namma-pipe-solutions"",""contact_name"":""Ravi Kumar"",""phone"":""9000000003"",""alt_phone"":null,""email"":null,""category_id"":2,""location_id"":45,""pin_code"":""560038"",""address_line"":null,""about"":""Residential plumbing across east Bengaluru, including CPVC re-piping."",""experience_years"":7,""is_verified"":0,""status"":""active"",""rating_avg"":4.3,""rating_count"":28,""photo_urls"":""[]""}"
providers,4,"{""id"":4,""user_id"":null,""business_name"":""Andheri Electricians Hub"",""slug"":""andheri-electricians-hub"",""contact_name"":""Salim Shaikh"",""phone"":""9000000004"",""alt_phone"":null,""email"":null,""category_id"":3,""location_id"":24,""pin_code"":""400069"",""address_line"":null,""about"":""24x7 electrical emergency service for Andheri East and MIDC."",""experience_years"":15,""is_verified"":1,""status"":""active"",""rating_avg"":4.8,""rating_count"":112,""photo_urls"":""[]""}"
providers,5,"{""id"":5,""user_id"":null,""business_name"":""Shiksha Home Tutors"",""slug"":""shiksha-home-tutors"",""contact_name"":""Anjali Deshpande"",""phone"":""9000000005"",""alt_phone"":null,""email"":null,""category_id"":13,""location_id"":32,""pin_code"":""411038"",""address_line"":null,""about"":""Class 8-12 Maths and Science tutors, verified background checks, demo class free."",""experience_years"":11,""is_verified"":1,""status"":""active"",""rating_avg"":4.9,""rating_count"":87,""photo_urls"":""[]""}"
providers,6,"{""id"":6,""user_id"":null,""business_name"":""Chennai Sparkle Services"",""slug"":""chennai-sparkle-services"",""contact_name"":""Karthik Raja"",""phone"":""9000000006"",""alt_phone"":null,""email"":null,""category_id"":9,""location_id"":60,""pin_code"":""600017"",""address_line"":null,""about"":""Full-home deep cleaning with a four-member trained team."",""experience_years"":6,""is_verified"":0,""status"":""active"",""rating_avg"":4.2,""rating_count"":19,""photo_urls"":""[]""}"
providers,7,"{""id"":7,""user_id"":null,""business_name"":""Cool Care Delhi"",""slug"":""cool-care-delhi"",""contact_name"":""Mohit Verma"",""phone"":""9000000007"",""alt_phone"":null,""email"":null,""category_id"":6,""location_id"":75,""pin_code"":""110024"",""address_line"":null,""about"":""Split & window AC service, gas top-up and installation across south Delhi."",""experience_years"":10,""is_verified"":1,""status"":""active"",""rating_avg"":4.5,""rating_count"":74,""photo_urls"":""[]""}"
providers,8,"{""id"":8,""user_id"":null,""business_name"":""Salt Lake Auto Garage"",""slug"":""salt-lake-auto-garage"",""contact_name"":""Debashis Ghosh"",""phone"":""9000000008"",""alt_phone"":null,""email"":null,""category_id"":25,""location_id"":97,""pin_code"":""700064"",""address_line"":null,""about"":""Doorstep car service and breakdown assistance in Salt Lake and New Town."",""experience_years"":18,""is_verified"":1,""status"":""active"",""rating_avg"":4.4,""rating_count"":56,""photo_urls"":""[]""}"
providers,9,"{""id"":9,""user_id"":null,""business_name"":""Vivah Frames Studio"",""slug"":""vivah-frames-studio"",""contact_name"":""Neha Agarwal"",""phone"":""9000000009"",""alt_phone"":null,""email"":null,""category_id"":21,""location_id"":102,""pin_code"":""302017"",""address_line"":null,""about"":""Candid wedding photography and cinematography across Rajasthan."",""experience_years"":8,""is_verified"":0,""status"":""active"",""rating_avg"":4.6,""rating_count"":33,""photo_urls"":""[]""}"
providers,10,"{""id"":10,""user_id"":null,""business_name"":""Sharma & Associates CA"",""slug"":""sharma-associates-ca"",""contact_name"":""CA Rahul Sharma"",""phone"":""9000000010"",""alt_phone"":null,""email"":null,""category_id"":33,""location_id"":84,""pin_code"":""226001"",""address_line"":null,""about"":""ITR filing, GST registration and small-business bookkeeping."",""experience_years"":14,""is_verified"":1,""status"":""active"",""rating_avg"":4.8,""rating_count"":48,""photo_urls"":""[]""}"
services,1,"{""id"":1,""provider_id"":1,""category_id"":2,""location_id"":5,""title"":""Bathroom tap & shower repair"",""slug"":""bathroom-tap-shower-repair-1"",""description"":null,""pin_code"":""781001"",""price_min"":299,""price_max"":699,""price_unit"":""visit"",""status"":""active""}"
services,2,"{""id"":2,""provider_id"":1,""category_id"":2,""location_id"":5,""title"":""Water motor installation"",""slug"":""water-motor-installation-1"",""description"":null,""pin_code"":""781001"",""price_min"":1200,""price_max"":2500,""price_unit"":""job"",""status"":""active""}"
services,3,"{""id"":3,""provider_id"":2,""category_id"":3,""location_id"":7,""title"":""House wiring fault diagnosis"",""slug"":""house-wiring-fault-diagnosis-2"",""description"":null,""pin_code"":""781006"",""price_min"":400,""price_max"":900,""price_unit"":""visit"",""status"":""active""}"
services,4,"{""id"":4,""provider_id"":2,""category_id"":3,""location_id"":7,""title"":""Inverter & battery setup"",""slug"":""inverter-battery-setup-2"",""description"":null,""pin_code"":""781006"",""price_min"":800,""price_max"":1500,""price_unit"":""job"",""status"":""active""}"
services,5,"{""id"":5,""provider_id"":3,""category_id"":2,""location_id"":45,""title"":""Kitchen sink leakage repair"",""slug"":""kitchen-sink-leakage-repair-3"",""description"":null,""pin_code"":""560038"",""price_min"":350,""price_max"":800,""price_unit"":""visit"",""status"":""active""}"
services,6,"{""id"":6,""provider_id"":4,""category_id"":3,""location_id"":24,""title"":""Emergency power failure visit"",""slug"":""emergency-power-failure-visit-4"",""description"":null,""pin_code"":""400069"",""price_min"":500,""price_max"":500,""price_unit"":""visit"",""status"":""active""}"
services,7,"{""id"":7,""provider_id"":4,""category_id"":3,""location_id"":24,""title"":""MCB & distribution board upgrade"",""slug"":""mcb-distribution-board-upgrade-4"",""description"":null,""pin_code"":""400069"",""price_min"":1500,""price_max"":4000,""price_unit"":""job"",""status"":""active""}"
services,8,"{""id"":8,""provider_id"":5,""category_id"":13,""location_id"":32,""title"":""Class 10 Maths home tuition"",""slug"":""class-10-maths-home-tuition-5"",""description"":null,""pin_code"":""411038"",""price_min"":3000,""price_max"":5000,""price_unit"":""month"",""status"":""active""}"
services,9,"{""id"":9,""provider_id"":6,""category_id"":9,""location_id"":60,""title"":""2BHK full home deep cleaning"",""slug"":""2bhk-full-home-deep-cleaning-6"",""description"":null,""pin_code"":""600017"",""price_min"":3500,""price_max"":4500,""price_unit"":""job"",""status"":""active""}"
services,10,"{""id"":10,""provider_id"":7,""category_id"":6,""location_id"":75,""title"":""Split AC jet service"",""slug"":""split-ac-jet-service-7"",""description"":null,""pin_code"":""110024"",""price_min"":599,""price_max"":899,""price_unit"":""visit"",""status"":""active""}"
services,11,"{""id"":11,""provider_id"":7,""category_id"":6,""location_id"":75,""title"":""AC gas refilling"",""slug"":""ac-gas-refilling-7"",""description"":null,""pin_code"":""110024"",""price_min"":2200,""price_max"":3500,""price_unit"":""job"",""status"":""active""}"
services,12,"{""id"":12,""provider_id"":8,""category_id"":25,""location_id"":97,""title"":""Doorstep general car service"",""slug"":""doorstep-general-car-service-8"",""description"":null,""pin_code"":""700064"",""price_min"":2500,""price_max"":5500,""price_unit"":""visit"",""status"":""active""}"
services,13,"{""id"":13,""provider_id"":9,""category_id"":21,""location_id"":102,""title"":""Full-day candid wedding coverage"",""slug"":""full-day-candid-wedding-coverage-9"",""description"":null,""pin_code"":""302017"",""price_min"":45000,""price_max"":85000,""price_unit"":""day"",""status"":""active""}"
services,14,"{""id"":14,""provider_id"":10,""category_id"":33,""location_id"":84,""title"":""Individual ITR filing"",""slug"":""individual-itr-filing-10"",""description"":null,""pin_code"":""226001"",""price_min"":1000,""price_max"":2500,""price_unit"":""job"",""status"":""active""}"
service_areas,1:781001,"{""provider_id"":1,""pin_code"":""781001"",""location_id"":6}"
service_areas,1:781006,"{""provider_id"":1,""pin_code"":""781006"",""location_id"":8}"
service_areas,1:781014,"{""provider_id"":1,""pin_code"":""781014"",""location_id"":10}"
service_areas,2:781006,"{""provider_id"":2,""pin_code"":""781006"",""location_id"":8}"
service_areas,2:781028,"{""provider_id"":2,""pin_code"":""781028"",""location_id"":12}"
service_areas,3:560038,"{""provider_id"":3,""pin_code"":""560038"",""location_id"":46}"
service_areas,3:560066,"{""provider_id"":3,""pin_code"":""560066"",""location_id"":52}"
service_areas,4:400050,"{""provider_id"":4,""pin_code"":""400050"",""location_id"":27}"
service_areas,4:400069,"{""provider_id"":4,""pin_code"":""400069"",""location_id"":25}"
service_areas,5:411014,"{""provider_id"":5,""pin_code"":""411014"",""location_id"":37}"
service_areas,5:411038,"{""provider_id"":5,""pin_code"":""411038"",""location_id"":33}"
service_areas,5:411057,"{""provider_id"":5,""pin_code"":""411057"",""location_id"":35}"
service_areas,6:600017,"{""provider_id"":6,""pin_code"":""600017"",""location_id"":61}"
service_areas,6:600020,"{""provider_id"":6,""pin_code"":""600020"",""location_id"":63}"
service_areas,6:600042,"{""provider_id"":6,""pin_code"":""600042"",""location_id"":65}"
service_areas,7:110001,"{""provider_id"":7,""pin_code"":""110001"",""location_id"":74}"
service_areas,7:110024,"{""provider_id"":7,""pin_code"":""110024"",""location_id"":76}"
service_areas,7:110075,"{""provider_id"":7,""pin_code"":""110075"",""location_id"":80}"
service_areas,8:700016,"{""provider_id"":8,""pin_code"":""700016"",""location_id"":96}"
service_areas,8:700064,"{""provider_id"":8,""pin_code"":""700064"",""location_id"":98}"
service_areas,9:302017,"{""provider_id"":9,""pin_code"":""302017"",""location_id"":103}"
service_areas,9:302021,"{""provider_id"":9,""pin_code"":""302021"",""location_id"":105}"
service_areas,10:201301,"{""provider_id"":10,""pin_code"":""201301"",""location_id"":91}"
service_areas,10:226001,"{""provider_id"":10,""pin_code"":""226001"",""location_id"":85}"
service_areas,10:226010,"{""provider_id"":10,""pin_code"":""226010"",""location_id"":87}"
